"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000055609",803.17946782539,-0.433873311081616,0.182284691454559,-2.3801960966633,0.0173034271929666,0.0326402035031283,"KMT2C","58508","lysine methyltransferase 2C"
"ENSG00000153774",492.245999700728,0.210484752327123,0.0884404984270755,2.37995891102627,0.0173145685863869,0.0326530928729169,"CFDP1","10428","craniofacial development protein 1"
"ENSG00000150477",49.5716312294851,-0.634724344436279,0.266695798057167,-2.37995629874988,0.0173146913286637,0.0326530928729169,"KIAA1328","57536","KIAA1328"
"ENSG00000172339",121.721575546106,-0.391796735488268,0.164631334524013,-2.37984303912158,0.017320013759971,0.032658843430914,"ALG14","199857","ALG14, UDP-N-acetylglucosaminyltransferase subunit"
"ENSG00000128228",360.620017980814,0.236992989626168,0.099585375867524,2.37979710938114,0.0173221725539052,0.032658843430914,"SDF2L1","23753","stromal cell derived factor 2 like 1"
"ENSG00000169126",6.82366131541098,-1.7573969388928,0.738613051610463,-2.37932017997921,0.0173446031852485,0.0326969508498584,"ARMC4","55130","armadillo repeat containing 4"
"ENSG00000184517",150.390151875502,0.346744488480185,0.145743172686475,2.37914738706907,0.0173527361520809,0.0327080989141026,"ZFP1","162239","ZFP1 zinc finger protein"
"ENSG00000085998",1252.36657659081,0.139727969523712,0.058744982959026,2.37855153726355,0.0173808070945533,0.0327568203273053,"POMGNT1","55624","protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"
"ENSG00000150687",3583.22496926423,-0.110099180070819,0.0463146181627581,-2.37720150652891,0.0174445554420252,0.032871195948547,"PRSS23","11098","serine protease 23"
"ENSG00000198131",191.544454152825,-0.311665945011002,0.131107870148511,-2.377171901717,0.0174459556730584,0.032871195948547,"ZNF544","27300","zinc finger protein 544"
"ENSG00000122515",1024.83002052352,-0.154134549358307,0.0648871906859521,-2.3754233729166,0.0175288315505523,0.0330231266000306,"ZMIZ2","83637","zinc finger MIZ-type containing 2"
"ENSG00000159267",420.664589718657,-0.220213383178567,0.0927543699292407,-2.37415642353628,0.0175890972225344,0.0331324277691349,"HLCS","3141","holocarboxylase synthetase"
"ENSG00000134330",436.900458250191,-0.221020754484168,0.0931208862702725,-2.37348207621951,0.0176212482723747,0.0331887485032918,"IAH1","285148","isoamyl acetate hydrolyzing esterase 1 (putative)"
"ENSG00000079974",176.284230587929,0.333515883224142,0.140637212157146,2.37146256036045,0.0177178416390917,0.0333664132477553,"RABL2B","11158","RAB, member of RAS oncogene family like 2B"
"ENSG00000155511",8.51006119181447,-1.53364156353918,0.646878841677615,-2.37083278154815,0.0177480587016785,0.0334190480574086,"GRIA1","2890","glutamate ionotropic receptor AMPA type subunit 1"
"ENSG00000180616",4.90784875602604,2.17026621339213,0.915625212905211,2.3702560641663,0.0177757694571325,0.0334669507229457,"SSTR2","6752","somatostatin receptor 2"
"ENSG00000198074",34.7893165512331,-0.724727830992693,0.30579265108258,-2.36999754057849,0.0177882035866116,0.0334860830833416,"AKR1B10","57016","aldo-keto reductase family 1 member B10"
"ENSG00000172340",806.137292590376,-0.185880662980069,0.0784485552009599,-2.36945935465482,0.017814112999349,0.0335305743785959,"SUCLG2","8801","succinate-CoA ligase GDP-forming beta subunit"
"ENSG00000107890",277.423395233565,-0.261560494048723,0.11039469930504,-2.36932113312782,0.01782077261154,0.0335388260437846,"ANKRD26","22852","ankyrin repeat domain 26"
"ENSG00000119401",599.377886460689,0.192741348486549,0.0813532567129475,2.36919032223419,0.0178270771831289,0.0335464074980788,"TRIM32","22954","tripartite motif containing 32"
"ENSG00000155926",2.55895405153504,3.62711434914472,1.53113562056648,2.36890468775247,0.0178408504369145,0.033568039542863,"SLA","6503","Src like adaptor"
"ENSG00000161551",60.6569776241943,0.549832617711837,0.232163699879931,2.36829710241608,0.017870179128003,0.0336189303023371,"ZNF577","84765","zinc finger protein 577"
"ENSG00000170113",360.666414561583,-0.229416215699422,0.0968755456483127,-2.36815404924037,0.0178770905740288,0.0336276401889007,"NIPA1","123606","NIPA magnesium transporter 1"
"ENSG00000157833",57.6604335488074,-0.572426703255888,0.241730482226016,-2.36803690616343,0.0178827519480447,0.0336339967088161,"GAREM2","150946","GRB2 associated regulator of MAPK1 subtype 2"
"ENSG00000185163",380.414826982689,-0.237176355608625,0.100164419807743,-2.36787030827778,0.0178908061146494,0.0336448514122372,"DDX51","317781","DEAD-box helicase 51"
"ENSG00000170473",251.095179011626,0.278869504082712,0.117784587052274,2.36762305715728,0.0179027653161804,0.0336630460869949,"PYM1","84305","PYM homolog 1, exon junction complex associated factor"
"ENSG00000118514",3.28032867563986,3.11904811071056,1.31750427951382,2.36739125573205,0.0179139835970613,0.0336798431245681,"ALDH8A1","64577","aldehyde dehydrogenase 8 family member A1"
"ENSG00000182168",6.35825952210307,1.82834952331348,0.772677667367168,2.36625128501956,0.0179692433740513,0.0337794271488225,"UNC5C","8633","unc-5 netrin receptor C"
"ENSG00000147955",1279.85244965756,-0.139622923255588,0.0590363071270403,-2.36503484127375,0.0180283747865835,0.0338862629262426,"SIGMAR1","10280","sigma non-opioid intracellular receptor 1"
"ENSG00000261221",395.210195524889,0.228848039927651,0.0967767010962954,2.36470180668735,0.0180445933085656,0.0339124223644018,"ZNF865","100507290","zinc finger protein 865"
"ENSG00000151846",15.9489966232315,-1.06854976860816,0.451967743781968,-2.36421687898956,0.0180682317557267,0.0339525181200944,"PABPC3","5042","poly(A) binding protein cytoplasmic 3"
"ENSG00000132676",1367.00803191968,-0.139268673662933,0.0589222453192877,-2.36360092709069,0.0180982962518024,0.0340046774807577,"DAP3","7818","death associated protein 3"
"ENSG00000141569",353.11803224461,0.240873377454249,0.10197645715883,2.36204889015791,0.0181742452341733,0.0341430243800185,"TRIM65","201292","tripartite motif containing 65"
"ENSG00000151665",140.966461375018,-0.377604345606539,0.159884129723135,-2.36173750490698,0.0181895164512849,0.0341673583302366,"PIGF","5281","phosphatidylinositol glycan anchor biosynthesis class F"
"ENSG00000154889",133.111515504762,0.367322418976171,0.155603309282499,2.36063372090175,0.0182437396962594,0.0342648446085728,"MPPE1","65258","metallophosphoesterase 1"
"ENSG00000178397",269.356745104238,-0.261941244322535,0.110989796555778,-2.36004797243588,0.0182725719509433,0.0343146235235733,"FAM220A","84792","family with sequence similarity 220 member A"
"ENSG00000136710",276.315864892578,0.266259758947539,0.112829118784788,2.35984967192209,0.0182823419176637,0.034328596659769,"CCDC115","84317","coiled-coil domain containing 115"
"ENSG00000126215",80.3934902613232,-0.47755042352451,0.202393015775331,-2.35952027146342,0.0182985810888052,0.0343547118581926,"XRCC3","7517","X-ray repair cross complementing 3"
"ENSG00000081320",936.098129912365,0.153507992145631,0.0650777108669102,2.35884130066543,0.0183320936343849,0.0344132462085805,"STK17B","9262","serine/threonine kinase 17b"
"ENSG00000177683",301.507965876113,-0.251532589098893,0.106670428093761,-2.35803487052477,0.0183719670945025,0.0344837049208835,"THAP5","168451","THAP domain containing 5"
"ENSG00000166228",192.8735555981,-0.332319547666995,0.140973837279414,-2.35731362698405,0.0184076928430504,0.0345463615332837,"PCBD1","5092","pterin-4 alpha-carbinolamine dehydratase 1"
"ENSG00000163634",554.161089133083,-0.201186617079192,0.0853835351228307,-2.35626947033488,0.0184595213568164,0.0346369858468422,"THOC7","80145","THO complex 7"
"ENSG00000072840",1312.66018131233,-0.14129466717488,0.059966005055303,-2.35624612719444,0.0184606814918541,0.0346369858468422,"EVC","2121","EvC ciliary complex subunit 1"
"ENSG00000174915",691.856907843274,-0.175178766765237,0.0743543386471835,-2.35599925912154,0.0184729545401458,0.0346556013254416,"PTDSS2","81490","phosphatidylserine synthase 2"
"ENSG00000012660",1532.3718028922,0.135529519190889,0.057527400400186,2.35591245646571,0.0184772716314454,0.0346592884439663,"ELOVL5","60481","ELOVL fatty acid elongase 5"
"ENSG00000012211",88.0798992053375,0.474506702213631,0.201436961238358,2.35560891753203,0.018492374947745,0.0346832046296597,"PRICKLE3","4007","prickle planar cell polarity protein 3"
"ENSG00000103942",14.6147140509416,-1.15098199301373,0.488722666230971,-2.35508207935209,0.0185186147107939,0.0347279989321391,"HOMER2","9455","homer scaffold protein 2"
"ENSG00000106554",770.041992194001,-0.175911513931534,0.0747290937547142,-2.35398965908692,0.0185731277668725,0.0348257960595633,"CHCHD3","54927","coiled-coil-helix-coiled-coil-helix domain containing 3"
"ENSG00000148943",637.398549159635,0.18929298124608,0.0804282153548812,2.35356436060211,0.0185943886054311,0.0348612262138206,"LIN7C","55327","lin-7 homolog C, crumbs cell polarity complex component"
"ENSG00000152464",90.3896244315088,0.446270756159396,0.189619614305509,2.35350524150091,0.0185973456777329,0.0348623353597594,"RPP38","10557","ribonuclease P/MRP subunit p38"
"ENSG00000106355",247.629441688655,-0.274442584639656,0.116617707729571,-2.35335259098104,0.0186049829915343,0.0348722166258721,"LSM5","23658","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"
"ENSG00000119636",38.2275635943553,-0.692406641829143,0.294236987420333,-2.35322774305055,0.0186112313437646,0.0348794923123604,"BBOF1","80127","basal body orientation factor 1"
"ENSG00000178338",78.0875661791286,0.478437146844137,0.203388519493858,2.35233113469114,0.0186561584992171,0.0349592452589271,"ZNF354B","117608","zinc finger protein 354B"
"ENSG00000121067",646.044224429804,0.184870374577527,0.0786089751558206,2.35177184553128,0.0186842313296577,0.0350073991020208,"SPOP","8405","speckle type BTB/POZ protein"
"ENSG00000144369",440.320495711055,-0.210848723707697,0.0896668827369539,-2.35146708876053,0.0186995437699843,0.0350316354496032,"FAM171B","165215","family with sequence similarity 171 member B"
"ENSG00000174799",204.423637725632,0.297824964146598,0.126701811508836,2.35059752185018,0.0187432953454683,0.0351091366041575,"CEP135","9662","centrosomal protein 135"
"ENSG00000181610",504.176571927276,-0.216479409833261,0.0921245043522086,-2.34985698273742,0.0187806255635052,0.0351745913781852,"MRPS23","51649","mitochondrial ribosomal protein S23"
"ENSG00000184995",26.7982482882877,0.824266800611337,0.350853218296071,2.34932090580333,0.0188076895053451,0.0352208040571508,"IFNE","338376","interferon epsilon"
"ENSG00000075914",280.65099103119,-0.267257466519002,0.113808862502102,-2.34830100787683,0.0188592734367366,0.0353129172799675,"EXOSC7","23016","exosome component 7"
"ENSG00000257218",282.910918114324,-0.257910745300356,0.109832295232131,-2.34822321390317,0.0188632131389752,0.035315807322436,"GATC","283459","glutamyl-tRNA amidotransferase subunit C"
"ENSG00000174576",2.21030781388007,-3.62115289716277,1.54224847547867,-2.34796983413381,0.0188760499825983,0.0353353517901097,"NPAS4","266743","neuronal PAS domain protein 4"
"ENSG00000065833",1471.09280908062,0.139596790603753,0.0594724955746563,2.3472495857941,0.0189125812720465,0.0353992408924843,"ME1","4199","malic enzyme 1"
"ENSG00000144895",1047.12192107892,0.145826130992289,0.0621364739498001,2.34686846102824,0.0189319370782355,0.0354309699884488,"EIF2A","83939","eukaryotic translation initiation factor 2A"
"ENSG00000089091",33.2410621955649,0.727551704002994,0.310092007927702,2.34624461580004,0.0189636570730194,0.0354858275701067,"DZANK1","55184","double zinc ribbon and ankyrin repeat domains 1"
"ENSG00000180592",10.763621087522,-1.35426481072832,0.577461688772104,-2.34520287156709,0.0190167291347029,0.0355806213009079,"SKIDA1","387640","SKI/DACH domain containing 1"
"ENSG00000171385",5.40199602142946,-1.95177751838777,0.832417166105174,-2.34471079869725,0.0190418431037828,0.0356230875429742,"KCND3","3752","potassium voltage-gated channel subfamily D member 3"
"ENSG00000162623",503.667948994348,0.207365951568645,0.0884518124654829,2.34439460072756,0.0190579962281305,0.0356487813694869,"TYW3","127253","tRNA-yW synthesizing protein 3 homolog"
"ENSG00000076864",6.2065098600957,1.84353467561255,0.786413641469945,2.34423028594298,0.0190663950567214,0.0356599657799442,"RAP1GAP","5909","RAP1 GTPase activating protein"
"ENSG00000168883",833.08351082127,-0.164649679302642,0.0702438718748614,-2.34397214885825,0.0190795960778012,0.0356801277749821,"USP39","10713","ubiquitin specific peptidase 39"
"ENSG00000113384",1795.2415361667,0.122504321034348,0.0522659999404833,2.3438625717263,0.0190852022213367,0.0356860835242401,"GOLPH3","64083","golgi phosphoprotein 3"
"ENSG00000125089",34.5224345252342,-0.7353559059798,0.313922343001042,-2.34247712013719,0.019156208475903,0.0358143093388124,"SH3TC1","54436","SH3 domain and tetratricopeptide repeats 1"
"ENSG00000143333",5.81105183828782,1.94465239307596,0.830313319762193,2.34207057359133,0.0191770883079196,0.0358487985137137,"RGS16","6004","regulator of G protein signaling 16"
"ENSG00000118197",159.817992115027,0.353513894974461,0.150968402990496,2.34164161487961,0.0191991407725418,0.0358854707299584,"DDX59","83479","DEAD-box helicase 59"
"ENSG00000155957",129.323160753397,0.390178007787747,0.166650040389438,2.3413016095043,0.0192166359530033,0.0359136166212736,"TMBIM4","51643","transmembrane BAX inhibitor motif containing 4"
"ENSG00000104903",5.77162324355611,1.89625461505131,0.810330145441927,2.3401012855287,0.0192785108194245,0.0360246852360438,"LYL1","4066","LYL1, basic helix-loop-helix family member"
"ENSG00000162222",399.472099047707,0.229312288150647,0.0980033049842701,2.33984239804415,0.0192918788769484,0.036045095193771,"TTC9C","283237","tetratricopeptide repeat domain 9C"
"ENSG00000137959",5.81441427948146,-1.92050126906902,0.821015485590738,-2.33917788735396,0.0193262290082584,0.0361046980762724,"IFI44L","10964","interferon induced protein 44 like"
"ENSG00000157077",793.888276694428,-0.16743020988224,0.0716025030685217,-2.3383290067669,0.0193701873964545,0.036182233440931,"ZFYVE9","9372","zinc finger FYVE-type containing 9"
"ENSG00000132275",222.404581824202,-0.286533756855498,0.122555769618845,-2.33798667942466,0.019387939163093,0.0362108031156589,"RRP8","23378","ribosomal RNA processing 8"
"ENSG00000196550",8.78041263313284,-1.45171696301257,0.621044581205539,-2.33754066446338,0.0194110890915096,0.0362494464053052,"FAM72A","729533","family with sequence similarity 72 member A"
"ENSG00000158406",59.8942226076227,0.56747129152573,0.242794148377887,2.33725275224719,0.0194260456904838,0.0362727811207843,"HIST1H4H","8365","histone cluster 1 H4 family member h"
"ENSG00000155961",14.7655453798788,-1.11259151762094,0.476241544067851,-2.33619164787191,0.0194812554115856,0.0363712620035406,"RAB39B","116442","RAB39B, member RAS oncogene family"
"ENSG00000177565",1132.80002583537,-0.154547634030899,0.066156433588872,-2.33609379537193,0.0194863536164168,0.0363761722101015,"TBL1XR1","79718","transducin beta like 1 X-linked receptor 1"
"ENSG00000046653",86.2040854987035,0.455627178625934,0.195055061827266,2.33589005257101,0.0194969725430376,0.0363913856812676,"GPM6B","2824","glycoprotein M6B"
"ENSG00000183291",1937.94386376943,-0.132687424693524,0.0568138741558204,-2.33547573836647,0.019518581891479,0.0364271064855791,"SELENOF","9403","selenoprotein F"
"ENSG00000167371",33.4017577459861,-0.720203233171542,0.308390910725322,-2.33535817082824,0.0195247176605971,0.036433943894895,"PRRT2","112476","proline rich transmembrane protein 2"
"ENSG00000013374",623.188639660133,-0.186714804123481,0.0799753050526282,-2.33465572904801,0.0195614127349931,0.0364977973019785,"NUB1","51667","negative regulator of ubiquitin like proteins 1"
"ENSG00000141837",280.282759604565,-0.26566805664097,0.113886354369965,-2.33274704516341,0.0196614254630082,0.0366797580346602,"CACNA1A","773","calcium voltage-gated channel subunit alpha1 A"
"ENSG00000129347",338.684286643059,0.235021141010159,0.100768882692336,2.33227892113995,0.0196860226859452,0.0367209976389647,"KRI1","65095","KRI1 homolog"
"ENSG00000267534",383.473981767351,-0.230609063526467,0.0989056870664029,-2.33160569797813,0.0197214438016406,0.0367824144202202,"S1PR2","9294","sphingosine-1-phosphate receptor 2"
"ENSG00000148798",250.143307248769,-0.268599732804436,0.115211104008875,-2.33137018445501,0.0197338482975772,0.0368008928520425,"INA","9118","internexin neuronal intermediate filament protein alpha"
"ENSG00000183044",210.771436792113,-0.309362259729347,0.132728891710254,-2.33078311544017,0.0197647988832488,0.0368539481201063,"ABAT","18","4-aminobutyrate aminotransferase"
"ENSG00000153574",199.031660060795,0.299814128140864,0.128669126599519,2.33011706898448,0.0197999645185016,0.0369148484596681,"RPIA","22934","ribose 5-phosphate isomerase A"
"ENSG00000204304",833.982976095095,0.166561482775222,0.0715020506801967,2.32946441662481,0.0198344759593085,0.0369745138740563,"PBX2","5089","PBX homeobox 2"
"ENSG00000187123",9.50343628787984,-1.42446014623498,0.6115124837954,-2.32940485105711,0.0198376283259183,0.0369757134523061,"LYPD6","130574","LY6/PLAUR domain containing 6"
"ENSG00000167797",351.588576842485,0.237801515161216,0.102103661113703,2.32902045399136,0.0198579821524055,0.0370089707842884,"CDK2AP2","10263","cyclin dependent kinase 2 associated protein 2"
"ENSG00000187815",46.7913519595898,0.626089828722934,0.268917225498412,2.32818789336584,0.0199021287614562,0.0370865562885752,"ZFP69","339559","ZFP69 zinc finger protein"
"ENSG00000126218",114.321268071894,0.405729133275828,0.17428315895503,2.32798817572797,0.0199127315418148,0.0371016229409946,"F10","2159","coagulation factor X"
"ENSG00000196376",3.75194349493765,2.64114521435003,1.1346109680198,2.32779806364778,0.0199228289548878,0.0371157442974511,"SLC35F1","222553","solute carrier family 35 member F1"
"ENSG00000196604",6.26659255970481,-1.79825879314167,0.772550329749196,-2.32769144467969,0.0199284937586994,0.0371204909203469,"POTEF","728378","POTE ankyrin domain family member F"
"ENSG00000158315",12.2320053745141,-1.21423313512782,0.521655045909208,-2.32765530526308,0.0199304142117455,0.0371204909203469,"RHBDL2","54933","rhomboid like 2"
"ENSG00000261150",6.17416062170604,-1.79546678426647,0.771706609097465,-2.32661838462978,0.0199855851629244,0.0372185436102072,"EPPK1","83481","epiplakin 1"
"ENSG00000118894",111.067946273587,-0.402415954870965,0.172974612707157,-2.32644518506452,0.0199948134926072,0.0372310247952046,"EEF2KMT","196483","eukaryotic elongation factor 2 lysine methyltransferase"
"ENSG00000165283",1086.4191148675,-0.156799035592456,0.0674011458106729,-2.32635563841745,0.0199995861291987,0.037235207222351,"STOML2","30968","stomatin like 2"
"ENSG00000135018",2770.3938173627,-0.109183696786442,0.0469417002704227,-2.32594252354418,0.0200216171082827,0.0372715160972426,"UBQLN1","29979","ubiquilin 1"
"ENSG00000130119",338.375815423582,-0.248400797892744,0.106813577614683,-2.32555451694371,0.0200423283770351,0.0373053593863026,"GNL3L","54552","G protein nucleolar 3 like"
"ENSG00000259224",3.81186553607602,2.59539608850839,1.11615791675588,2.32529470028033,0.0200562074906996,0.0373264788480781,"SLC35G6","643664","solute carrier family 35 member G6"
"ENSG00000177675",27.0982732435752,0.860806189024433,0.370267447736331,2.32482275794716,0.0200814395768353,0.0373687192529543,"CD163L1","283316","CD163 molecule like 1"
"ENSG00000268043",125.62464883249,0.401813846224632,0.172897224442407,2.32400402910157,0.0201252780979115,0.0374455685654614,"NBPF12","149013","NBPF member 12"
"ENSG00000055813",7.16010236529598,-1.78522386827995,0.768465528333481,-2.32310208130147,0.0201736692042448,0.0375308680550569,"CCDC85A","114800","coiled-coil domain containing 85A"
"ENSG00000158691",99.897259177179,0.421035524873234,0.181263840511414,2.32277724936939,0.0201911218671464,0.0375582343394708,"ZSCAN12","9753","zinc finger and SCAN domain containing 12"
"ENSG00000107521",834.875262903591,-0.165429962173477,0.0712221034031267,-2.32273345308438,0.0201934759740784,0.0375582343394708,"HPS1","3257","HPS1, biogenesis of lysosomal organelles complex 3 subunit 1"
"ENSG00000206262",4.7773637716545,2.17907472864802,0.938236449569162,2.32252192893236,0.0202048490425523,0.0375746454497332,"FOXL2NB","401089","FOXL2 neighbor"
"ENSG00000198763",22785.0048453476,0.11587834147042,0.0498965204398692,2.32237319253686,0.0202128495334074,0.0375801196636006,"ND2","4536","MTND2"
"ENSG00000162385",247.726167012074,-0.269698817275871,0.116130736752568,-2.32237239526432,0.0202128924259304,0.0375801196636006,"MAGOH","4116","mago homolog, exon junction complex subunit"
"ENSG00000121578",547.372352774292,0.193233741085658,0.0832409060876063,2.32137959769792,0.0202663656764625,0.0376747852345743,"B4GALT4","8702","beta-1,4-galactosyltransferase 4"
"ENSG00000114767",396.451709291129,-0.234975983349381,0.10122870102875,-2.32123874910383,0.0202739619364892,0.0376841532374798,"RRP9","9136","ribosomal RNA processing 9, U3 small nucleolar RNA binding protein"
"ENSG00000154719",249.316911621783,-0.290635355996452,0.125236054804615,-2.32070034823343,0.0203030219252789,0.0377334094747492,"MRPL39","54148","mitochondrial ribosomal protein L39"
"ENSG00000186523",7.60596211713331,-1.66235922343328,0.716459886614208,-2.32024046913377,0.0203278724993899,0.0377748310296315,"FAM86B1","85002","family with sequence similarity 86 member B1"
"ENSG00000100330",110.577826239979,0.402116032613919,0.173339013988448,2.31982416053617,0.0203503915245468,0.0378119100212771,"MTMR3","8897","myotubularin related protein 3"
"ENSG00000155090",978.412775783905,-0.152810827437498,0.0659187498166707,-2.31816938067676,0.0204401174184154,0.037973837200631,"KLF10","7071","Kruppel like factor 10"
"ENSG00000059378",96.9954569102107,-0.423302974129297,0.18266655352443,-2.31735348350285,0.0204844840690439,0.0380514653654612,"PARP12","64761","poly(ADP-ribose) polymerase family member 12"
"ENSG00000082014",446.084635186118,-0.212469095799855,0.0917036192785236,-2.31691068980103,0.0205085973341098,0.0380914565230133,"SMARCD3","6604","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
"ENSG00000116754",2074.42404652239,0.128828915553462,0.0556172686559427,2.31634739833086,0.0205393083325053,0.0381436902979415,"SRSF11","9295","serine and arginine rich splicing factor 11"
"ENSG00000177700",2163.8554286672,-0.118356186461284,0.051133301169427,-2.31465960058238,0.0206315683426216,0.038310199601053,"POLR2L","5441","RNA polymerase II subunit L"
"ENSG00000104331",2788.4158925702,-0.111887526840179,0.0483408373179219,-2.31455500251954,0.0206372978537025,0.0383160110566726,"IMPAD1","54928","inositol monophosphatase domain containing 1"
"ENSG00000105997",87.3961340617317,-0.475434535286247,0.205422245902203,-2.31442574877013,0.020644379832238,0.0383175851739771,"HOXA3","3200","homeobox A3"
"ENSG00000159069",1620.31061349697,0.132597002940587,0.0572916908401071,2.31441943842513,0.02064472563837,0.0383175851739771,"FBXW5","54461","F-box and WD repeat domain containing 5"
"ENSG00000143363",180.316568734284,0.320543067175411,0.138501344076981,2.31436791687198,0.0206475492021199,0.0383175851739771,"PRUNE1","58497","prune exopolyphosphatase 1"
"ENSG00000101191",1276.41333538672,0.144237092126436,0.0623229452049537,2.31434974152941,0.0206485453556606,0.0383175851739771,"DIDO1","11083","death inducer-obliterator 1"
"ENSG00000213416",8.70231510169153,-1.45584161461158,0.629347532929088,-2.31325545654537,0.0207085981497769,0.0384241872757663,"KRTAP4-12","83755","keratin associated protein 4-12"
"ENSG00000142892",663.789083827048,-0.176421701790312,0.076293839132117,-2.31239774793355,0.0207557743608663,0.0385068734303182,"PIGK","10026","phosphatidylinositol glycan anchor biosynthesis class K"
"ENSG00000060339",1694.59703635062,0.129049031451765,0.055813106596448,2.31216356374575,0.0207686713730992,0.0385259507484879,"CCAR1","55749","cell division cycle and apoptosis regulator 1"
"ENSG00000171314",2679.96422602291,-0.113349507552737,0.0490401983593671,-2.31135907571398,0.020813029443128,0.0386033762815026,"PGAM1","5223","phosphoglycerate mutase 1"
"ENSG00000132478",264.847883293932,0.261150443871504,0.11299887911242,2.3110887994888,0.0208279505250636,0.0386261903659729,"UNK","85451","unkempt family zinc finger"
"ENSG00000101442",77.4824233100463,-0.493558793670961,0.213584492959795,-2.31083627294922,0.0208419001285988,0.0386471972943242,"ACTR5","79913","ARP5 actin related protein 5 homolog"
"ENSG00000164484",1708.67234122243,0.125918467053832,0.0545139814613034,2.30983802097109,0.0208971234685257,0.0387447233210632,"TMEM200A","114801","transmembrane protein 200A"
"ENSG00000164122",3.35833022129466,-2.68750833160014,1.16361030391121,-2.30962919679096,0.0209086917458412,0.0387609542085281,"ASB5","140458","ankyrin repeat and SOCS box containing 5"
"ENSG00000152256",628.365147392726,-0.187039280163657,0.0809839324051014,-2.30958505729311,0.0209111376653553,0.0387609542085281,"PDK1","5163","pyruvate dehydrogenase kinase 1"
"ENSG00000083093",180.651268341713,0.309394264208012,0.134004469885198,2.30883540282702,0.0209527166637699,0.0388331411205535,"PALB2","79728","partner and localizer of BRCA2"
"ENSG00000134308",6849.10633006792,-0.0942805500392351,0.0408533847132103,-2.30777818535923,0.0210114768444617,0.03893714896689,"YWHAQ","10971","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta"
"ENSG00000183527",385.282574748108,-0.220361673397324,0.0954947723940843,-2.30757839275163,0.0210225974415034,0.0389528590762983,"PSMG1","8624","proteasome assembly chaperone 1"
"ENSG00000079805",2486.83756470797,0.11343374025402,0.0491622299993649,2.30733512811534,0.0210361446457368,0.0389730609414041,"DNM2","1785","dynamin 2"
"ENSG00000171793",1119.19959845312,-0.143251012060041,0.062094082706124,-2.30699940826911,0.0210548530956185,0.0390007559949232,"CTPS1","1503","CTP synthase 1"
"ENSG00000172500",742.755342773984,-0.168533224079041,0.0730538690435592,-2.30697191381542,0.021056385903895,0.0390007559949232,"FIBP","9158","FGF1 intracellular binding protein"
"ENSG00000137033",8.77178743680061,1.4921249397537,0.646868281318116,2.30669053166931,0.021072078471707,0.0390249173807511,"IL33","90865","interleukin 33"
"ENSG00000162642",343.66310580972,0.240660372191819,0.104357348946529,2.30611810879873,0.0211040337146138,0.0390791869438344,"C1orf52","148423","chromosome 1 open reading frame 52"
"ENSG00000108561",1506.19103663918,-0.133709172477256,0.0580099914929137,-2.30493349569943,0.0211702983126986,0.0391969669010745,"C1QBP","708","complement C1q binding protein"
"ENSG00000214021",87.4481370419984,0.438170563360868,0.190151616408098,2.30432205435729,0.0212045718363119,0.0392554929937903,"TTLL3","26140","tubulin tyrosine ligase like 3"
"ENSG00000115947",298.269808725684,0.246511053590819,0.106995956179704,2.30392869406013,0.021226646660533,0.0392914240747219,"ORC4","5000","origin recognition complex subunit 4"
"ENSG00000107897",452.703425336461,0.218477468299967,0.0948565378911113,2.30324101171354,0.0212652865122104,0.0393580048495487,"ACBD5","91452","acyl-CoA binding domain containing 5"
"ENSG00000162458",2879.63997052123,-0.103533772771604,0.0449561726890085,-2.30299348407204,0.0212792097104649,0.0393788288187885,"FBLIM1","54751","filamin binding LIM protein 1"
"ENSG00000160710",4727.49994764025,0.0959777195374455,0.0416765572286191,2.30291861707661,0.021283422472542,0.0393816798996012,"ADAR","103","adenosine deaminase, RNA specific"
"ENSG00000120675",529.830152504738,-0.189653443286674,0.0823905190113425,-2.30188431341918,0.0213416970695761,0.0394845507671872,"DNAJC15","29103","DnaJ heat shock protein family (Hsp40) member C15"
"ENSG00000110237",2717.2479488323,0.104546515831449,0.0454585195914448,2.29982227250367,0.0214582910885378,0.0396952797869801,"ARHGEF17","9828","Rho guanine nucleotide exchange factor 17"
"ENSG00000167705",24.4749112373457,-0.840608379869945,0.365520311683057,-2.29975832532895,0.0214619157043001,0.0396970022151073,"RILP","83547","Rab interacting lysosomal protein"
"ENSG00000174749",31.1278253534646,-0.739975942460982,0.321989108125446,-2.29813966928561,0.0215538411016837,0.0398620291324651,"FAM241A","132720","family with sequence similarity 241 member A"
"ENSG00000153975",166.599718501089,0.325319407767316,0.141571431413361,2.29791706221749,0.0215665099952342,0.0398804547440102,"ZUP1","221302","zinc finger containing ubiquitin peptidase 1"
"ENSG00000139719",259.665947182471,0.270890038105246,0.117888512492194,2.2978493186364,0.0215703666677953,0.039882582354782,"VPS33A","65082","VPS33A, CORVET/HOPS core subunit"
"ENSG00000197472",3.34438630074425,-2.68497866096188,1.16871801720447,-2.29737081266552,0.0215976253305661,0.039927973171335,"ZNF695","57116","zinc finger protein 695"
